,Object,x_perturb,y_perturb,successes,trials
388,CoffeeFilters2_800_tex.urdf,0.01,0.0,49.0,50.0
389,CoffeeFilters2_800_tex.urdf,0.02,0.0,47.0,50.0
390,CoffeeFilters2_800_tex.urdf,-0.02,0.01,46.0,50.0
391,CoffeeFilters2_800_tex.urdf,-0.01,0.01,45.0,50.0
392,CoffeeFilters2_800_tex.urdf,0.0,0.01,47.0,50.0
393,CoffeeFilters2_800_tex.urdf,0.01,0.01,48.0,50.0
394,CoffeeFilters2_800_tex.urdf,0.02,0.01,48.0,50.0
395,CoffeeFilters2_800_tex.urdf,-0.02,0.02,47.0,50.0
396,CoffeeFilters2_800_tex.urdf,-0.01,0.02,47.0,50.0
397,CoffeeFilters2_800_tex.urdf,0.0,0.02,47.0,50.0
398,CoffeeFilters2_800_tex.urdf,0.01,0.02,45.0,50.0
399,CoffeeFilters2_800_tex.urdf,0.02,0.02,44.0,50.0
400,CoffeeFilters_800_tex.urdf,-0.02,-0.02,44.0,50.0
401,CoffeeFilters_800_tex.urdf,-0.01,-0.02,42.0,50.0
402,CoffeeFilters_800_tex.urdf,0.0,-0.02,46.0,50.0
403,CoffeeFilters_800_tex.urdf,0.01,-0.02,47.0,50.0
404,CoffeeFilters_800_tex.urdf,0.02,-0.02,47.0,50.0
405,CoffeeFilters_800_tex.urdf,-0.02,-0.01,44.0,50.0
406,CoffeeFilters_800_tex.urdf,-0.01,-0.01,48.0,50.0
407,CoffeeFilters_800_tex.urdf,0.0,-0.01,45.0,50.0
408,CoffeeFilters_800_tex.urdf,0.01,-0.01,47.0,50.0
409,CoffeeFilters_800_tex.urdf,0.02,-0.01,47.0,50.0
410,CoffeeFilters_800_tex.urdf,-0.02,0.0,46.0,50.0
411,CoffeeFilters_800_tex.urdf,-0.01,0.0,45.0,50.0
412,CoffeeFilters_800_tex.urdf,0.0,0.0,43.0,50.0
413,CoffeeFilters_800_tex.urdf,0.01,0.0,44.0,50.0
414,CoffeeFilters_800_tex.urdf,0.02,0.0,45.0,50.0
415,CoffeeFilters_800_tex.urdf,-0.02,0.01,45.0,50.0
416,CoffeeFilters_800_tex.urdf,-0.01,0.01,47.0,50.0
417,CoffeeFilters_800_tex.urdf,0.0,0.01,46.0,50.0
418,CoffeeFilters_800_tex.urdf,0.01,0.01,46.0,50.0
419,CoffeeFilters_800_tex.urdf,0.02,0.01,43.0,50.0
420,CoffeeFilters_800_tex.urdf,-0.02,0.02,44.0,50.0
421,CoffeeFilters_800_tex.urdf,-0.01,0.02,47.0,50.0
422,CoffeeFilters_800_tex.urdf,0.0,0.02,45.0,50.0
423,CoffeeFilters_800_tex.urdf,0.01,0.02,44.0,50.0
424,CoffeeFilters_800_tex.urdf,0.02,0.02,40.0,50.0
425,CoughDropsBerries_800_tex.urdf,-0.02,-0.02,47.0,50.0
426,CoughDropsBerries_800_tex.urdf,-0.01,-0.02,46.0,50.0
427,CoughDropsBerries_800_tex.urdf,0.0,-0.02,46.0,50.0
428,CoughDropsBerries_800_tex.urdf,0.01,-0.02,42.0,50.0
429,CoughDropsBerries_800_tex.urdf,0.02,-0.02,45.0,50.0
430,CoughDropsBerries_800_tex.urdf,-0.02,-0.01,46.0,50.0
431,CoughDropsBerries_800_tex.urdf,-0.01,-0.01,46.0,50.0
432,CoughDropsBerries_800_tex.urdf,0.0,-0.01,45.0,50.0
433,CoughDropsBerries_800_tex.urdf,0.01,-0.01,42.0,50.0
434,CoughDropsBerries_800_tex.urdf,0.02,-0.01,47.0,50.0
435,CoughDropsBerries_800_tex.urdf,-0.02,0.0,45.0,50.0
436,CoughDropsBerries_800_tex.urdf,-0.01,0.0,46.0,50.0
437,CoughDropsBerries_800_tex.urdf,0.0,0.0,46.0,50.0
438,CoughDropsBerries_800_tex.urdf,0.01,0.0,48.0,50.0
439,CoughDropsBerries_800_tex.urdf,0.02,0.0,49.0,50.0
440,CoughDropsBerries_800_tex.urdf,-0.02,0.01,46.0,50.0
441,CoughDropsBerries_800_tex.urdf,-0.01,0.01,41.0,50.0
442,CoughDropsBerries_800_tex.urdf,0.0,0.01,46.0,50.0
443,CoughDropsBerries_800_tex.urdf,0.01,0.01,43.0,50.0
444,CoughDropsBerries_800_tex.urdf,0.02,0.01,46.0,50.0
445,CoughDropsBerries_800_tex.urdf,-0.02,0.02,45.0,50.0
446,CoughDropsBerries_800_tex.urdf,-0.01,0.02,43.0,50.0
447,CoughDropsBerries_800_tex.urdf,0.0,0.02,49.0,50.0
448,CoughDropsBerries_800_tex.urdf,0.01,0.02,41.0,50.0
449,CoughDropsBerries_800_tex.urdf,0.02,0.02,43.0,50.0
450,CoughDropsHoney_800_tex.urdf,-0.02,-0.02,44.0,50.0
451,CoughDropsHoney_800_tex.urdf,-0.01,-0.02,45.0,50.0
452,CoughDropsHoney_800_tex.urdf,0.0,-0.02,45.0,50.0
453,CoughDropsHoney_800_tex.urdf,0.01,-0.02,41.0,50.0
454,CoughDropsHoney_800_tex.urdf,0.02,-0.02,44.0,50.0
455,CoughDropsHoney_800_tex.urdf,-0.02,-0.01,45.0,50.0
456,CoughDropsHoney_800_tex.urdf,-0.01,-0.01,46.0,50.0
457,CoughDropsHoney_800_tex.urdf,0.0,-0.01,44.0,50.0
458,CoughDropsHoney_800_tex.urdf,0.01,-0.01,44.0,50.0
459,CoughDropsHoney_800_tex.urdf,0.02,-0.01,45.0,50.0
460,CoughDropsHoney_800_tex.urdf,-0.02,0.0,45.0,50.0
461,CoughDropsHoney_800_tex.urdf,-0.01,0.0,48.0,50.0
462,CoughDropsHoney_800_tex.urdf,0.0,0.0,45.0,50.0
463,CoughDropsHoney_800_tex.urdf,0.01,0.0,44.0,50.0
464,CoughDropsHoney_800_tex.urdf,0.02,0.0,46.0,50.0
465,CoughDropsHoney_800_tex.urdf,-0.02,0.01,47.0,50.0
466,CoughDropsHoney_800_tex.urdf,-0.01,0.01,50.0,50.0
467,CoughDropsHoney_800_tex.urdf,0.0,0.01,48.0,50.0
468,CoughDropsHoney_800_tex.urdf,0.01,0.01,42.0,50.0
469,CoughDropsHoney_800_tex.urdf,0.02,0.01,44.0,50.0
470,CoughDropsHoney_800_tex.urdf,-0.02,0.02,45.0,50.0
471,CoughDropsHoney_800_tex.urdf,-0.01,0.02,43.0,50.0
472,CoughDropsHoney_800_tex.urdf,0.0,0.02,45.0,50.0
473,CoughDropsHoney_800_tex.urdf,0.01,0.02,44.0,50.0
474,CoughDropsHoney_800_tex.urdf,0.02,0.02,46.0,50.0
475,DanishHam_800_tex.urdf,-0.02,-0.02,45.0,50.0
476,DanishHam_800_tex.urdf,-0.01,-0.02,41.0,50.0
477,DanishHam_800_tex.urdf,0.0,-0.02,42.0,50.0
478,DanishHam_800_tex.urdf,0.01,-0.02,45.0,50.0
479,DanishHam_800_tex.urdf,0.02,-0.02,39.0,50.0
480,DanishHam_800_tex.urdf,-0.02,-0.01,45.0,50.0
481,DanishHam_800_tex.urdf,-0.01,-0.01,43.0,50.0
482,DanishHam_800_tex.urdf,0.0,-0.01,43.0,50.0
483,DanishHam_800_tex.urdf,0.01,-0.01,42.0,50.0
484,DanishHam_800_tex.urdf,0.02,-0.01,43.0,50.0
485,DanishHam_800_tex.urdf,-0.02,0.0,39.0,50.0
486,DanishHam_800_tex.urdf,-0.01,0.0,40.0,50.0
487,DanishHam_800_tex.urdf,0.0,0.0,39.0,50.0
488,DanishHam_800_tex.urdf,0.01,0.0,42.0,50.0
489,DanishHam_800_tex.urdf,0.02,0.0,41.0,50.0
490,DanishHam_800_tex.urdf,-0.02,0.01,41.0,50.0
491,DanishHam_800_tex.urdf,-0.01,0.01,44.0,50.0
492,DanishHam_800_tex.urdf,0.0,0.01,41.0,50.0
493,DanishHam_800_tex.urdf,0.01,0.01,43.0,50.0
494,DanishHam_800_tex.urdf,0.02,0.01,42.0,50.0
495,DanishHam_800_tex.urdf,-0.02,0.02,41.0,50.0
496,DanishHam_800_tex.urdf,-0.01,0.02,42.0,50.0
497,DanishHam_800_tex.urdf,0.0,0.02,40.0,50.0
498,DanishHam_800_tex.urdf,0.01,0.02,44.0,50.0
499,DanishHam_800_tex.urdf,0.02,0.02,40.0,50.0
500,Dog_800_tex.urdf,-0.02,-0.02,36.0,50.0
501,Dog_800_tex.urdf,-0.01,-0.02,28.0,50.0
502,Dog_800_tex.urdf,0.0,-0.02,31.0,50.0
503,Dog_800_tex.urdf,0.01,-0.02,30.0,50.0
504,Dog_800_tex.urdf,0.02,-0.02,36.0,50.0
505,Dog_800_tex.urdf,-0.02,-0.01,24.0,50.0
506,Dog_800_tex.urdf,-0.01,-0.01,35.0,50.0
507,Dog_800_tex.urdf,0.0,-0.01,34.0,50.0
508,Dog_800_tex.urdf,0.01,-0.01,30.0,50.0
509,Dog_800_tex.urdf,0.02,-0.01,32.0,50.0
510,Dog_800_tex.urdf,-0.02,0.0,29.0,50.0
511,Dog_800_tex.urdf,-0.01,0.0,34.0,50.0
512,Dog_800_tex.urdf,0.0,0.0,26.0,50.0
513,Dog_800_tex.urdf,0.01,0.0,29.0,50.0
514,Dog_800_tex.urdf,0.02,0.0,39.0,50.0
515,Dog_800_tex.urdf,-0.02,0.01,31.0,50.0
516,Dog_800_tex.urdf,-0.01,0.01,31.0,50.0
517,Dog_800_tex.urdf,0.0,0.01,26.0,50.0
518,Dog_800_tex.urdf,0.01,0.01,32.0,50.0
519,Dog_800_tex.urdf,0.02,0.01,27.0,50.0
520,Dog_800_tex.urdf,-0.02,0.02,32.0,50.0
521,Dog_800_tex.urdf,-0.01,0.02,28.0,50.0
522,Dog_800_tex.urdf,0.0,0.02,34.0,50.0
523,Dog_800_tex.urdf,0.01,0.02,30.0,50.0
524,Dog_800_tex.urdf,0.02,0.02,31.0,50.0
525,DropsCherry_800_tex.urdf,-0.02,-0.02,49.0,50.0
526,DropsCherry_800_tex.urdf,-0.01,-0.02,49.0,50.0
527,DropsCherry_800_tex.urdf,0.0,-0.02,47.0,50.0
528,DropsCherry_800_tex.urdf,0.01,-0.02,49.0,50.0
529,DropsCherry_800_tex.urdf,0.02,-0.02,48.0,50.0
530,DropsCherry_800_tex.urdf,-0.02,-0.01,48.0,50.0
531,DropsCherry_800_tex.urdf,-0.01,-0.01,48.0,50.0
532,DropsCherry_800_tex.urdf,0.0,-0.01,48.0,50.0
533,DropsCherry_800_tex.urdf,0.01,-0.01,48.0,50.0
534,DropsCherry_800_tex.urdf,0.02,-0.01,48.0,50.0
535,DropsCherry_800_tex.urdf,-0.02,0.0,47.0,50.0
536,DropsCherry_800_tex.urdf,-0.01,0.0,48.0,50.0
537,DropsCherry_800_tex.urdf,0.0,0.0,48.0,50.0
538,DropsCherry_800_tex.urdf,0.01,0.0,48.0,50.0
539,DropsCherry_800_tex.urdf,0.02,0.0,46.0,50.0
540,DropsCherry_800_tex.urdf,-0.02,0.01,48.0,50.0
541,DropsCherry_800_tex.urdf,-0.01,0.01,49.0,50.0
542,DropsCherry_800_tex.urdf,0.0,0.01,46.0,50.0
543,DropsCherry_800_tex.urdf,0.01,0.01,49.0,50.0
544,DropsCherry_800_tex.urdf,0.02,0.01,46.0,50.0
545,DropsCherry_800_tex.urdf,-0.02,0.02,45.0,50.0
546,DropsCherry_800_tex.urdf,-0.01,0.02,49.0,50.0
547,DropsCherry_800_tex.urdf,0.0,0.02,48.0,50.0
548,DropsCherry_800_tex.urdf,0.01,0.02,47.0,50.0
549,DropsCherry_800_tex.urdf,0.02,0.02,49.0,50.0
550,DropsOrange_800_tex.urdf,-0.02,-0.02,46.0,50.0
551,DropsOrange_800_tex.urdf,-0.01,-0.02,47.0,50.0
552,DropsOrange_800_tex.urdf,0.0,-0.02,47.0,50.0
553,DropsOrange_800_tex.urdf,0.01,-0.02,47.0,50.0
554,DropsOrange_800_tex.urdf,0.02,-0.02,46.0,50.0
555,DropsOrange_800_tex.urdf,-0.02,-0.01,46.0,50.0
556,DropsOrange_800_tex.urdf,-0.01,-0.01,45.0,50.0
557,DropsOrange_800_tex.urdf,0.0,-0.01,46.0,50.0
558,DropsOrange_800_tex.urdf,0.01,-0.01,46.0,50.0
559,DropsOrange_800_tex.urdf,0.02,-0.01,47.0,50.0
560,DropsOrange_800_tex.urdf,-0.02,0.0,43.0,50.0
561,DropsOrange_800_tex.urdf,-0.01,0.0,48.0,50.0
562,DropsOrange_800_tex.urdf,0.0,0.0,47.0,50.0
563,DropsOrange_800_tex.urdf,0.01,0.0,49.0,50.0
564,DropsOrange_800_tex.urdf,0.02,0.0,48.0,50.0
565,DropsOrange_800_tex.urdf,-0.02,0.01,47.0,50.0
566,DropsOrange_800_tex.urdf,-0.01,0.01,47.0,50.0
567,DropsOrange_800_tex.urdf,0.0,0.01,48.0,50.0
568,DropsOrange_800_tex.urdf,0.01,0.01,46.0,50.0
569,DropsOrange_800_tex.urdf,0.02,0.01,45.0,50.0
570,DropsOrange_800_tex.urdf,-0.02,0.02,47.0,50.0
571,DropsOrange_800_tex.urdf,-0.01,0.02,45.0,50.0
572,DropsOrange_800_tex.urdf,0.0,0.02,45.0,50.0
573,DropsOrange_800_tex.urdf,0.01,0.02,49.0,50.0
574,DropsOrange_800_tex.urdf,0.02,0.02,44.0,50.0
575,Fish_800_tex.urdf,-0.02,-0.02,43.0,50.0
576,Fish_800_tex.urdf,-0.01,-0.02,45.0,50.0
577,Fish_800_tex.urdf,0.0,-0.02,45.0,50.0
578,Fish_800_tex.urdf,0.01,-0.02,39.0,50.0
579,Fish_800_tex.urdf,0.02,-0.02,43.0,50.0
580,Fish_800_tex.urdf,-0.02,-0.01,42.0,50.0
581,Fish_800_tex.urdf,-0.01,-0.01,38.0,50.0
582,Fish_800_tex.urdf,0.0,-0.01,44.0,50.0
583,Fish_800_tex.urdf,0.01,-0.01,40.0,50.0
584,Fish_800_tex.urdf,0.02,-0.01,36.0,50.0
585,Fish_800_tex.urdf,-0.02,0.0,45.0,50.0
586,Fish_800_tex.urdf,-0.01,0.0,43.0,50.0
587,Fish_800_tex.urdf,0.0,0.0,45.0,50.0
588,Fish_800_tex.urdf,0.01,0.0,42.0,50.0
589,Fish_800_tex.urdf,0.02,0.0,42.0,50.0
590,Fish_800_tex.urdf,-0.02,0.01,38.0,50.0
591,Fish_800_tex.urdf,-0.01,0.01,46.0,50.0
592,Fish_800_tex.urdf,0.0,0.01,38.0,50.0
593,Fish_800_tex.urdf,0.01,0.01,47.0,50.0
594,Fish_800_tex.urdf,0.02,0.01,39.0,50.0
595,Fish_800_tex.urdf,-0.02,0.02,45.0,50.0
596,Fish_800_tex.urdf,-0.01,0.02,42.0,50.0
597,Fish_800_tex.urdf,0.0,0.02,40.0,50.0
598,Fish_800_tex.urdf,0.01,0.02,38.0,50.0
599,Fish_800_tex.urdf,0.02,0.02,41.0,50.0
600,FlowerCup_800_tex.urdf,-0.02,-0.02,15.0,50.0
601,FlowerCup_800_tex.urdf,-0.01,-0.02,15.0,50.0
602,FlowerCup_800_tex.urdf,0.0,-0.02,19.0,50.0
603,FlowerCup_800_tex.urdf,0.01,-0.02,11.0,50.0
604,FlowerCup_800_tex.urdf,0.02,-0.02,18.0,50.0
605,FlowerCup_800_tex.urdf,-0.02,-0.01,9.0,50.0
606,FlowerCup_800_tex.urdf,-0.01,-0.01,19.0,50.0
607,FlowerCup_800_tex.urdf,0.0,-0.01,17.0,50.0
608,FlowerCup_800_tex.urdf,0.01,-0.01,17.0,50.0
609,FlowerCup_800_tex.urdf,0.02,-0.01,12.0,50.0
610,FlowerCup_800_tex.urdf,-0.02,0.0,21.0,50.0
611,FlowerCup_800_tex.urdf,-0.01,0.0,14.0,50.0
612,FlowerCup_800_tex.urdf,0.0,0.0,23.0,50.0
613,FlowerCup_800_tex.urdf,0.01,0.0,26.0,50.0
614,FlowerCup_800_tex.urdf,0.02,0.0,18.0,50.0
615,FlowerCup_800_tex.urdf,-0.02,0.01,21.0,50.0
616,FlowerCup_800_tex.urdf,-0.01,0.01,17.0,50.0
617,FlowerCup_800_tex.urdf,0.0,0.01,15.0,50.0
618,FlowerCup_800_tex.urdf,0.01,0.01,15.0,50.0
619,FlowerCup_800_tex.urdf,0.02,0.01,14.0,50.0
620,FlowerCup_800_tex.urdf,-0.02,0.02,15.0,50.0
621,FlowerCup_800_tex.urdf,-0.01,0.02,15.0,50.0
622,FlowerCup_800_tex.urdf,0.0,0.02,17.0,50.0
623,FlowerCup_800_tex.urdf,0.01,0.02,11.0,50.0
624,FlowerCup_800_tex.urdf,0.02,0.02,20.0,50.0
625,FruitBars_800_tex.urdf,-0.02,-0.02,15.0,50.0
626,FruitBars_800_tex.urdf,-0.01,-0.02,21.0,50.0
627,FruitBars_800_tex.urdf,0.0,-0.02,10.0,50.0
628,FruitBars_800_tex.urdf,0.01,-0.02,14.0,50.0
629,FruitBars_800_tex.urdf,0.02,-0.02,11.0,50.0
630,FruitBars_800_tex.urdf,-0.02,-0.01,19.0,50.0
631,FruitBars_800_tex.urdf,-0.01,-0.01,19.0,50.0
632,FruitBars_800_tex.urdf,0.0,-0.01,13.0,50.0
633,FruitBars_800_tex.urdf,0.01,-0.01,14.0,50.0
634,FruitBars_800_tex.urdf,0.02,-0.01,20.0,50.0
635,FruitBars_800_tex.urdf,-0.02,0.0,23.0,50.0
636,FruitBars_800_tex.urdf,-0.01,0.0,13.0,50.0
637,FruitBars_800_tex.urdf,0.0,0.0,15.0,50.0
638,FruitBars_800_tex.urdf,0.01,0.0,14.0,50.0
639,FruitBars_800_tex.urdf,0.02,0.0,13.0,50.0
640,FruitBars_800_tex.urdf,-0.02,0.01,12.0,50.0
641,FruitBars_800_tex.urdf,-0.01,0.01,14.0,50.0
642,FruitBars_800_tex.urdf,0.0,0.01,19.0,50.0
643,FruitBars_800_tex.urdf,0.01,0.01,16.0,50.0
644,FruitBars_800_tex.urdf,0.02,0.01,11.0,50.0
645,FruitBars_800_tex.urdf,-0.02,0.02,13.0,50.0
646,FruitBars_800_tex.urdf,-0.01,0.02,19.0,50.0
647,FruitBars_800_tex.urdf,0.0,0.02,16.0,50.0
648,FruitBars_800_tex.urdf,0.01,0.02,20.0,50.0
649,FruitBars_800_tex.urdf,0.02,0.02,17.0,50.0
650,FruitDrink_800_tex.urdf,-0.02,-0.02,29.0,50.0
651,FruitDrink_800_tex.urdf,-0.01,-0.02,34.0,50.0
652,FruitDrink_800_tex.urdf,0.0,-0.02,33.0,50.0
653,FruitDrink_800_tex.urdf,0.01,-0.02,31.0,50.0
654,FruitDrink_800_tex.urdf,0.02,-0.02,35.0,50.0
655,FruitDrink_800_tex.urdf,-0.02,-0.01,39.0,50.0
656,FruitDrink_800_tex.urdf,-0.01,-0.01,37.0,50.0
657,FruitDrink_800_tex.urdf,0.0,-0.01,35.0,50.0
658,FruitDrink_800_tex.urdf,0.01,-0.01,30.0,50.0
659,FruitDrink_800_tex.urdf,0.02,-0.01,30.0,50.0
660,FruitDrink_800_tex.urdf,-0.02,0.0,32.0,50.0
661,FruitDrink_800_tex.urdf,-0.01,0.0,29.0,50.0
662,FruitDrink_800_tex.urdf,0.0,0.0,38.0,50.0
663,FruitDrink_800_tex.urdf,0.01,0.0,35.0,50.0
664,FruitDrink_800_tex.urdf,0.02,0.0,36.0,50.0
665,FruitDrink_800_tex.urdf,-0.02,0.01,36.0,50.0
666,FruitDrink_800_tex.urdf,-0.01,0.01,34.0,50.0
667,FruitDrink_800_tex.urdf,0.0,0.01,32.0,50.0
668,FruitDrink_800_tex.urdf,0.01,0.01,35.0,50.0
669,FruitDrink_800_tex.urdf,0.02,0.01,34.0,50.0
670,FruitDrink_800_tex.urdf,-0.02,0.02,41.0,50.0
671,FruitDrink_800_tex.urdf,-0.01,0.02,35.0,50.0
672,FruitDrink_800_tex.urdf,0.0,0.02,35.0,50.0
673,FruitDrink_800_tex.urdf,0.01,0.02,35.0,50.0
674,FruitDrink_800_tex.urdf,0.02,0.02,39.0,50.0
675,Glassbowl_800_tex.urdf,-0.02,-0.02,50.0,50.0
676,Glassbowl_800_tex.urdf,-0.01,-0.02,50.0,50.0
677,Glassbowl_800_tex.urdf,0.0,-0.02,50.0,50.0
678,Glassbowl_800_tex.urdf,0.01,-0.02,50.0,50.0
679,Glassbowl_800_tex.urdf,0.02,-0.02,50.0,50.0
680,Glassbowl_800_tex.urdf,-0.02,-0.01,50.0,50.0
681,Glassbowl_800_tex.urdf,-0.01,-0.01,50.0,50.0
682,Glassbowl_800_tex.urdf,0.0,-0.01,50.0,50.0
683,Glassbowl_800_tex.urdf,0.01,-0.01,50.0,50.0
684,Glassbowl_800_tex.urdf,0.02,-0.01,50.0,50.0
685,Glassbowl_800_tex.urdf,-0.02,0.0,50.0,50.0
686,Glassbowl_800_tex.urdf,-0.01,0.0,50.0,50.0
687,Glassbowl_800_tex.urdf,0.0,0.0,50.0,50.0
688,Glassbowl_800_tex.urdf,0.01,0.0,50.0,50.0
689,Glassbowl_800_tex.urdf,0.02,0.0,50.0,50.0
690,Glassbowl_800_tex.urdf,-0.02,0.01,50.0,50.0
691,Glassbowl_800_tex.urdf,-0.01,0.01,50.0,50.0
692,Glassbowl_800_tex.urdf,0.0,0.01,50.0,50.0
693,Glassbowl_800_tex.urdf,0.01,0.01,50.0,50.0
694,Glassbowl_800_tex.urdf,0.02,0.01,50.0,50.0
695,Glassbowl_800_tex.urdf,-0.02,0.02,50.0,50.0
696,Glassbowl_800_tex.urdf,-0.01,0.02,50.0,50.0
697,Glassbowl_800_tex.urdf,0.0,0.02,50.0,50.0
698,Glassbowl_800_tex.urdf,0.01,0.02,50.0,50.0
699,Glassbowl_800_tex.urdf,0.02,0.02,50.0,50.0
700,GreenCup_800_tex.urdf,-0.02,-0.02,48.0,50.0
701,GreenCup_800_tex.urdf,-0.01,-0.02,46.0,50.0
702,GreenCup_800_tex.urdf,0.0,-0.02,49.0,50.0
703,GreenCup_800_tex.urdf,0.01,-0.02,47.0,50.0
704,GreenCup_800_tex.urdf,0.02,-0.02,48.0,50.0
705,GreenCup_800_tex.urdf,-0.02,-0.01,47.0,50.0
706,GreenCup_800_tex.urdf,-0.01,-0.01,48.0,50.0
707,GreenCup_800_tex.urdf,0.0,-0.01,47.0,50.0
708,GreenCup_800_tex.urdf,0.01,-0.01,50.0,50.0
709,GreenCup_800_tex.urdf,0.02,-0.01,50.0,50.0
710,GreenCup_800_tex.urdf,-0.02,0.0,45.0,50.0
711,GreenCup_800_tex.urdf,-0.01,0.0,49.0,50.0
712,GreenCup_800_tex.urdf,0.0,0.0,47.0,50.0
713,GreenCup_800_tex.urdf,0.01,0.0,46.0,50.0
714,GreenCup_800_tex.urdf,0.02,0.0,47.0,50.0
715,GreenCup_800_tex.urdf,-0.02,0.01,50.0,50.0
716,GreenCup_800_tex.urdf,-0.01,0.01,48.0,50.0
717,GreenCup_800_tex.urdf,0.0,0.01,49.0,50.0
718,GreenCup_800_tex.urdf,0.01,0.01,48.0,50.0
719,GreenCup_800_tex.urdf,0.02,0.01,48.0,50.0
720,GreenCup_800_tex.urdf,-0.02,0.02,49.0,50.0
721,GreenCup_800_tex.urdf,-0.01,0.02,47.0,50.0
722,GreenCup_800_tex.urdf,0.0,0.02,46.0,50.0
723,GreenCup_800_tex.urdf,0.01,0.02,45.0,50.0
724,GreenCup_800_tex.urdf,0.02,0.02,50.0,50.0
725,GreenSaltCylinder_800_tex.urdf,-0.02,-0.02,34.0,50.0
726,GreenSaltCylinder_800_tex.urdf,-0.01,-0.02,29.0,50.0
727,GreenSaltCylinder_800_tex.urdf,0.0,-0.02,30.0,50.0
728,GreenSaltCylinder_800_tex.urdf,0.01,-0.02,33.0,50.0
729,GreenSaltCylinder_800_tex.urdf,0.02,-0.02,26.0,50.0
730,GreenSaltCylinder_800_tex.urdf,-0.02,-0.01,28.0,50.0
731,GreenSaltCylinder_800_tex.urdf,-0.01,-0.01,31.0,50.0
732,GreenSaltCylinder_800_tex.urdf,0.0,-0.01,31.0,50.0
733,GreenSaltCylinder_800_tex.urdf,0.01,-0.01,29.0,50.0
734,GreenSaltCylinder_800_tex.urdf,0.02,-0.01,29.0,50.0
735,GreenSaltCylinder_800_tex.urdf,-0.02,0.0,28.0,50.0
736,GreenSaltCylinder_800_tex.urdf,-0.01,0.0,38.0,50.0
737,GreenSaltCylinder_800_tex.urdf,0.0,0.0,28.0,50.0
738,GreenSaltCylinder_800_tex.urdf,0.01,0.0,32.0,50.0
739,GreenSaltCylinder_800_tex.urdf,0.02,0.0,21.0,50.0
740,GreenSaltCylinder_800_tex.urdf,-0.02,0.01,24.0,50.0
741,GreenSaltCylinder_800_tex.urdf,-0.01,0.01,31.0,50.0
742,GreenSaltCylinder_800_tex.urdf,0.0,0.01,28.0,50.0
743,GreenSaltCylinder_800_tex.urdf,0.01,0.01,31.0,50.0
744,GreenSaltCylinder_800_tex.urdf,0.02,0.01,29.0,50.0
745,GreenSaltCylinder_800_tex.urdf,-0.02,0.02,30.0,50.0
746,GreenSaltCylinder_800_tex.urdf,-0.01,0.02,34.0,50.0
747,GreenSaltCylinder_800_tex.urdf,0.0,0.02,30.0,50.0
748,GreenSaltCylinder_800_tex.urdf,0.01,0.02,31.0,50.0
749,GreenSaltCylinder_800_tex.urdf,0.02,0.02,29.0,50.0
750,Heart1_800_tex.urdf,-0.02,-0.02,29.0,50.0
751,Heart1_800_tex.urdf,-0.01,-0.02,16.0,50.0
752,Heart1_800_tex.urdf,0.0,-0.02,19.0,50.0
753,Heart1_800_tex.urdf,0.01,-0.02,14.0,50.0
754,Heart1_800_tex.urdf,0.02,-0.02,19.0,50.0
755,Heart1_800_tex.urdf,-0.02,-0.01,22.0,50.0
756,Heart1_800_tex.urdf,-0.01,-0.01,19.0,50.0
757,Heart1_800_tex.urdf,0.0,-0.01,22.0,50.0
758,Heart1_800_tex.urdf,0.01,-0.01,15.0,50.0
759,Heart1_800_tex.urdf,0.02,-0.01,12.0,50.0
760,Heart1_800_tex.urdf,-0.02,0.0,15.0,50.0
761,Heart1_800_tex.urdf,-0.01,0.0,19.0,50.0
762,Heart1_800_tex.urdf,0.0,0.0,13.0,50.0
763,Heart1_800_tex.urdf,0.01,0.0,19.0,50.0
764,Heart1_800_tex.urdf,0.02,0.0,25.0,50.0
765,Heart1_800_tex.urdf,-0.02,0.01,11.0,50.0
766,Heart1_800_tex.urdf,-0.01,0.01,12.0,50.0
767,Heart1_800_tex.urdf,0.0,0.01,18.0,50.0
768,Heart1_800_tex.urdf,0.01,0.01,15.0,50.0
769,Heart1_800_tex.urdf,0.02,0.01,17.0,50.0
770,Heart1_800_tex.urdf,-0.02,0.02,18.0,50.0
771,Heart1_800_tex.urdf,-0.01,0.02,12.0,50.0
772,Heart1_800_tex.urdf,0.0,0.02,26.0,50.0
773,Heart1_800_tex.urdf,0.01,0.02,17.0,50.0
774,Heart1_800_tex.urdf,0.02,0.02,19.0,50.0
775,HeringTin_800_tex.urdf,-0.02,-0.02,48.0,50.0
776,HeringTin_800_tex.urdf,-0.01,-0.02,50.0,50.0
777,HeringTin_800_tex.urdf,0.0,-0.02,50.0,50.0
778,HeringTin_800_tex.urdf,0.01,-0.02,49.0,50.0
779,HeringTin_800_tex.urdf,0.02,-0.02,47.0,50.0
780,HeringTin_800_tex.urdf,-0.02,-0.01,50.0,50.0
781,HeringTin_800_tex.urdf,-0.01,-0.01,50.0,50.0
782,HeringTin_800_tex.urdf,0.0,-0.01,50.0,50.0
783,HeringTin_800_tex.urdf,0.01,-0.01,48.0,50.0
784,HeringTin_800_tex.urdf,0.02,-0.01,47.0,50.0
785,HeringTin_800_tex.urdf,-0.02,0.0,50.0,50.0
786,HeringTin_800_tex.urdf,-0.01,0.0,48.0,50.0
787,HeringTin_800_tex.urdf,0.0,0.0,47.0,50.0
