,Object,x_perturb,y_perturb,successes,trials
788,HeringTin_800_tex.urdf,0.01,0.0,48.0,50.0
789,HeringTin_800_tex.urdf,0.02,0.0,47.0,50.0
790,HeringTin_800_tex.urdf,-0.02,0.01,49.0,50.0
791,HeringTin_800_tex.urdf,-0.01,0.01,49.0,50.0
792,HeringTin_800_tex.urdf,0.0,0.01,50.0,50.0
793,HeringTin_800_tex.urdf,0.01,0.01,50.0,50.0
794,HeringTin_800_tex.urdf,0.02,0.01,49.0,50.0
795,HeringTin_800_tex.urdf,-0.02,0.02,49.0,50.0
796,HeringTin_800_tex.urdf,-0.01,0.02,50.0,50.0
797,HeringTin_800_tex.urdf,0.0,0.02,49.0,50.0
798,HeringTin_800_tex.urdf,0.01,0.02,50.0,50.0
799,HeringTin_800_tex.urdf,0.02,0.02,49.0,50.0
800,HotPot2_800_tex.urdf,-0.02,-0.02,46.0,50.0
801,HotPot2_800_tex.urdf,-0.01,-0.02,45.0,50.0
802,HotPot2_800_tex.urdf,0.0,-0.02,44.0,50.0
803,HotPot2_800_tex.urdf,0.01,-0.02,47.0,50.0
804,HotPot2_800_tex.urdf,0.02,-0.02,40.0,50.0
805,HotPot2_800_tex.urdf,-0.02,-0.01,45.0,50.0
806,HotPot2_800_tex.urdf,-0.01,-0.01,47.0,50.0
807,HotPot2_800_tex.urdf,0.0,-0.01,45.0,50.0
808,HotPot2_800_tex.urdf,0.01,-0.01,47.0,50.0
809,HotPot2_800_tex.urdf,0.02,-0.01,44.0,50.0
810,HotPot2_800_tex.urdf,-0.02,0.0,47.0,50.0
811,HotPot2_800_tex.urdf,-0.01,0.0,38.0,50.0
812,HotPot2_800_tex.urdf,0.0,0.0,45.0,50.0
813,HotPot2_800_tex.urdf,0.01,0.0,46.0,50.0
814,HotPot2_800_tex.urdf,0.02,0.0,46.0,50.0
815,HotPot2_800_tex.urdf,-0.02,0.01,48.0,50.0
816,HotPot2_800_tex.urdf,-0.01,0.01,46.0,50.0
817,HotPot2_800_tex.urdf,0.0,0.01,46.0,50.0
818,HotPot2_800_tex.urdf,0.01,0.01,45.0,50.0
819,HotPot2_800_tex.urdf,0.02,0.01,44.0,50.0
820,HotPot2_800_tex.urdf,-0.02,0.02,45.0,50.0
821,HotPot2_800_tex.urdf,-0.01,0.02,45.0,50.0
822,HotPot2_800_tex.urdf,0.0,0.02,50.0,50.0
823,HotPot2_800_tex.urdf,0.01,0.02,43.0,50.0
824,HotPot2_800_tex.urdf,0.02,0.02,44.0,50.0
825,InstantDumplings_800_tex.urdf,-0.02,-0.02,42.0,50.0
826,InstantDumplings_800_tex.urdf,-0.01,-0.02,46.0,50.0
827,InstantDumplings_800_tex.urdf,0.0,-0.02,45.0,50.0
828,InstantDumplings_800_tex.urdf,0.01,-0.02,44.0,50.0
829,InstantDumplings_800_tex.urdf,0.02,-0.02,44.0,50.0
830,InstantDumplings_800_tex.urdf,-0.02,-0.01,42.0,50.0
831,InstantDumplings_800_tex.urdf,-0.01,-0.01,47.0,50.0
832,InstantDumplings_800_tex.urdf,0.0,-0.01,46.0,50.0
833,InstantDumplings_800_tex.urdf,0.01,-0.01,48.0,50.0
834,InstantDumplings_800_tex.urdf,0.02,-0.01,43.0,50.0
835,InstantDumplings_800_tex.urdf,-0.02,0.0,39.0,50.0
836,InstantDumplings_800_tex.urdf,-0.01,0.0,43.0,50.0
837,InstantDumplings_800_tex.urdf,0.0,0.0,42.0,50.0
838,InstantDumplings_800_tex.urdf,0.01,0.0,44.0,50.0
839,InstantDumplings_800_tex.urdf,0.02,0.0,44.0,50.0
840,InstantDumplings_800_tex.urdf,-0.02,0.01,39.0,50.0
841,InstantDumplings_800_tex.urdf,-0.01,0.01,41.0,50.0
842,InstantDumplings_800_tex.urdf,0.0,0.01,45.0,50.0
843,InstantDumplings_800_tex.urdf,0.01,0.01,40.0,50.0
844,InstantDumplings_800_tex.urdf,0.02,0.01,44.0,50.0
845,InstantDumplings_800_tex.urdf,-0.02,0.02,39.0,50.0
846,InstantDumplings_800_tex.urdf,-0.01,0.02,41.0,50.0
847,InstantDumplings_800_tex.urdf,0.0,0.02,40.0,50.0
848,InstantDumplings_800_tex.urdf,0.01,0.02,47.0,50.0
849,InstantDumplings_800_tex.urdf,0.02,0.02,43.0,50.0
850,InstantIceCoffee_800_tex.urdf,-0.02,-0.02,46.0,50.0
851,InstantIceCoffee_800_tex.urdf,-0.01,-0.02,42.0,50.0
852,InstantIceCoffee_800_tex.urdf,0.0,-0.02,48.0,50.0
853,InstantIceCoffee_800_tex.urdf,0.01,-0.02,44.0,50.0
854,InstantIceCoffee_800_tex.urdf,0.02,-0.02,45.0,50.0
855,InstantIceCoffee_800_tex.urdf,-0.02,-0.01,47.0,50.0
856,InstantIceCoffee_800_tex.urdf,-0.01,-0.01,42.0,50.0
857,InstantIceCoffee_800_tex.urdf,0.0,-0.01,48.0,50.0
858,InstantIceCoffee_800_tex.urdf,0.01,-0.01,43.0,50.0
859,InstantIceCoffee_800_tex.urdf,0.02,-0.01,43.0,50.0
860,InstantIceCoffee_800_tex.urdf,-0.02,0.0,44.0,50.0
861,InstantIceCoffee_800_tex.urdf,-0.01,0.0,44.0,50.0
862,InstantIceCoffee_800_tex.urdf,0.0,0.0,48.0,50.0
863,InstantIceCoffee_800_tex.urdf,0.01,0.0,43.0,50.0
864,InstantIceCoffee_800_tex.urdf,0.02,0.0,39.0,50.0
865,InstantIceCoffee_800_tex.urdf,-0.02,0.01,41.0,50.0
866,InstantIceCoffee_800_tex.urdf,-0.01,0.01,42.0,50.0
867,InstantIceCoffee_800_tex.urdf,0.0,0.01,46.0,50.0
868,InstantIceCoffee_800_tex.urdf,0.01,0.01,44.0,50.0
869,InstantIceCoffee_800_tex.urdf,0.02,0.01,47.0,50.0
870,InstantIceCoffee_800_tex.urdf,-0.02,0.02,46.0,50.0
871,InstantIceCoffee_800_tex.urdf,-0.01,0.02,45.0,50.0
872,InstantIceCoffee_800_tex.urdf,0.0,0.02,42.0,50.0
873,InstantIceCoffee_800_tex.urdf,0.01,0.02,40.0,50.0
874,InstantIceCoffee_800_tex.urdf,0.02,0.02,43.0,50.0
875,InstantMousse_800_tex.urdf,-0.02,-0.02,31.0,50.0
876,InstantMousse_800_tex.urdf,-0.01,-0.02,35.0,50.0
877,InstantMousse_800_tex.urdf,0.0,-0.02,25.0,50.0
878,InstantMousse_800_tex.urdf,0.01,-0.02,34.0,50.0
879,InstantMousse_800_tex.urdf,0.02,-0.02,34.0,50.0
880,InstantMousse_800_tex.urdf,-0.02,-0.01,30.0,50.0
881,InstantMousse_800_tex.urdf,-0.01,-0.01,28.0,50.0
882,InstantMousse_800_tex.urdf,0.0,-0.01,35.0,50.0
883,InstantMousse_800_tex.urdf,0.01,-0.01,27.0,50.0
884,InstantMousse_800_tex.urdf,0.02,-0.01,33.0,50.0
885,InstantMousse_800_tex.urdf,-0.02,0.0,31.0,50.0
886,InstantMousse_800_tex.urdf,-0.01,0.0,27.0,50.0
887,InstantMousse_800_tex.urdf,0.0,0.0,35.0,50.0
888,InstantMousse_800_tex.urdf,0.01,0.0,34.0,50.0
889,InstantMousse_800_tex.urdf,0.02,0.0,32.0,50.0
890,InstantMousse_800_tex.urdf,-0.02,0.01,28.0,50.0
891,InstantMousse_800_tex.urdf,-0.01,0.01,30.0,50.0
892,InstantMousse_800_tex.urdf,0.0,0.01,34.0,50.0
893,InstantMousse_800_tex.urdf,0.01,0.01,33.0,50.0
894,InstantMousse_800_tex.urdf,0.02,0.01,32.0,50.0
895,InstantMousse_800_tex.urdf,-0.02,0.02,28.0,50.0
896,InstantMousse_800_tex.urdf,-0.01,0.02,28.0,50.0
897,InstantMousse_800_tex.urdf,0.0,0.02,33.0,50.0
898,InstantMousse_800_tex.urdf,0.01,0.02,32.0,50.0
899,InstantMousse_800_tex.urdf,0.02,0.02,29.0,50.0
900,InstantSauce_800_tex.urdf,-0.02,-0.02,44.0,50.0
901,InstantSauce_800_tex.urdf,-0.01,-0.02,43.0,50.0
902,InstantSauce_800_tex.urdf,0.0,-0.02,45.0,50.0
903,InstantSauce_800_tex.urdf,0.01,-0.02,43.0,50.0
904,InstantSauce_800_tex.urdf,0.02,-0.02,46.0,50.0
905,InstantSauce_800_tex.urdf,-0.02,-0.01,41.0,50.0
906,InstantSauce_800_tex.urdf,-0.01,-0.01,42.0,50.0
907,InstantSauce_800_tex.urdf,0.0,-0.01,43.0,50.0
908,InstantSauce_800_tex.urdf,0.01,-0.01,41.0,50.0
909,InstantSauce_800_tex.urdf,0.02,-0.01,45.0,50.0
910,InstantSauce_800_tex.urdf,-0.02,0.0,44.0,50.0
911,InstantSauce_800_tex.urdf,-0.01,0.0,43.0,50.0
912,InstantSauce_800_tex.urdf,0.0,0.0,45.0,50.0
913,InstantSauce_800_tex.urdf,0.01,0.0,47.0,50.0
914,InstantSauce_800_tex.urdf,0.02,0.0,46.0,50.0
915,InstantSauce_800_tex.urdf,-0.02,0.01,43.0,50.0
916,InstantSauce_800_tex.urdf,-0.01,0.01,43.0,50.0
917,InstantSauce_800_tex.urdf,0.0,0.01,42.0,50.0
918,InstantSauce_800_tex.urdf,0.01,0.01,46.0,50.0
919,InstantSauce_800_tex.urdf,0.02,0.01,39.0,50.0
920,InstantSauce_800_tex.urdf,-0.02,0.02,42.0,50.0
921,InstantSauce_800_tex.urdf,-0.01,0.02,50.0,50.0
922,InstantSauce_800_tex.urdf,0.0,0.02,41.0,50.0
923,InstantSauce_800_tex.urdf,0.01,0.02,46.0,50.0
924,InstantSauce_800_tex.urdf,0.02,0.02,44.0,50.0
925,InstantSoup_800_tex.urdf,-0.02,-0.02,27.0,50.0
926,InstantSoup_800_tex.urdf,-0.01,-0.02,36.0,50.0
927,InstantSoup_800_tex.urdf,0.0,-0.02,29.0,50.0
928,InstantSoup_800_tex.urdf,0.01,-0.02,24.0,50.0
929,InstantSoup_800_tex.urdf,0.02,-0.02,24.0,50.0
930,InstantSoup_800_tex.urdf,-0.02,-0.01,27.0,50.0
931,InstantSoup_800_tex.urdf,-0.01,-0.01,33.0,50.0
932,InstantSoup_800_tex.urdf,0.0,-0.01,26.0,50.0
933,InstantSoup_800_tex.urdf,0.01,-0.01,27.0,50.0
934,InstantSoup_800_tex.urdf,0.02,-0.01,23.0,50.0
935,InstantSoup_800_tex.urdf,-0.02,0.0,25.0,50.0
936,InstantSoup_800_tex.urdf,-0.01,0.0,29.0,50.0
937,InstantSoup_800_tex.urdf,0.0,0.0,26.0,50.0
938,InstantSoup_800_tex.urdf,0.01,0.0,29.0,50.0
939,InstantSoup_800_tex.urdf,0.02,0.0,31.0,50.0
940,InstantSoup_800_tex.urdf,-0.02,0.01,24.0,50.0
941,InstantSoup_800_tex.urdf,-0.01,0.01,26.0,50.0
942,InstantSoup_800_tex.urdf,0.0,0.01,25.0,50.0
943,InstantSoup_800_tex.urdf,0.01,0.01,25.0,50.0
944,InstantSoup_800_tex.urdf,0.02,0.01,29.0,50.0
945,InstantSoup_800_tex.urdf,-0.02,0.02,22.0,50.0
946,InstantSoup_800_tex.urdf,-0.01,0.02,36.0,50.0
947,InstantSoup_800_tex.urdf,0.0,0.02,25.0,50.0
948,InstantSoup_800_tex.urdf,0.01,0.02,29.0,50.0
949,InstantSoup_800_tex.urdf,0.02,0.02,28.0,50.0
950,InstantTomatoSoup_800_tex.urdf,-0.02,-0.02,39.0,50.0
951,InstantTomatoSoup_800_tex.urdf,-0.01,-0.02,48.0,50.0
952,InstantTomatoSoup_800_tex.urdf,0.0,-0.02,45.0,50.0
953,InstantTomatoSoup_800_tex.urdf,0.01,-0.02,45.0,50.0
954,InstantTomatoSoup_800_tex.urdf,0.02,-0.02,47.0,50.0
955,InstantTomatoSoup_800_tex.urdf,-0.02,-0.01,47.0,50.0
956,InstantTomatoSoup_800_tex.urdf,-0.01,-0.01,45.0,50.0
957,InstantTomatoSoup_800_tex.urdf,0.0,-0.01,45.0,50.0
958,InstantTomatoSoup_800_tex.urdf,0.01,-0.01,48.0,50.0
959,InstantTomatoSoup_800_tex.urdf,0.02,-0.01,45.0,50.0
960,InstantTomatoSoup_800_tex.urdf,-0.02,0.0,43.0,50.0
961,InstantTomatoSoup_800_tex.urdf,-0.01,0.0,43.0,50.0
962,InstantTomatoSoup_800_tex.urdf,0.0,0.0,45.0,50.0
963,InstantTomatoSoup_800_tex.urdf,0.01,0.0,42.0,50.0
964,InstantTomatoSoup_800_tex.urdf,0.02,0.0,44.0,50.0
965,InstantTomatoSoup_800_tex.urdf,-0.02,0.01,46.0,50.0
966,InstantTomatoSoup_800_tex.urdf,-0.01,0.01,48.0,50.0
967,InstantTomatoSoup_800_tex.urdf,0.0,0.01,45.0,50.0
968,InstantTomatoSoup_800_tex.urdf,0.01,0.01,44.0,50.0
969,InstantTomatoSoup_800_tex.urdf,0.02,0.01,48.0,50.0
970,InstantTomatoSoup_800_tex.urdf,-0.02,0.02,41.0,50.0
971,InstantTomatoSoup_800_tex.urdf,-0.01,0.02,41.0,50.0
972,InstantTomatoSoup_800_tex.urdf,0.0,0.02,42.0,50.0
973,InstantTomatoSoup_800_tex.urdf,0.01,0.02,42.0,50.0
974,InstantTomatoSoup_800_tex.urdf,0.02,0.02,45.0,50.0
975,Margarine_800_tex.urdf,-0.02,-0.02,43.0,50.0
976,Margarine_800_tex.urdf,-0.01,-0.02,44.0,50.0
977,Margarine_800_tex.urdf,0.0,-0.02,42.0,50.0
978,Margarine_800_tex.urdf,0.01,-0.02,43.0,50.0
979,Margarine_800_tex.urdf,0.02,-0.02,43.0,50.0
980,Margarine_800_tex.urdf,-0.02,-0.01,42.0,50.0
981,Margarine_800_tex.urdf,-0.01,-0.01,46.0,50.0
982,Margarine_800_tex.urdf,0.0,-0.01,37.0,50.0
983,Margarine_800_tex.urdf,0.01,-0.01,43.0,50.0
984,Margarine_800_tex.urdf,0.02,-0.01,43.0,50.0
985,Margarine_800_tex.urdf,-0.02,0.0,41.0,50.0
986,Margarine_800_tex.urdf,-0.01,0.0,43.0,50.0
987,Margarine_800_tex.urdf,0.0,0.0,43.0,50.0
988,Margarine_800_tex.urdf,0.01,0.0,42.0,50.0
989,Margarine_800_tex.urdf,0.02,0.0,43.0,50.0
990,Margarine_800_tex.urdf,-0.02,0.01,46.0,50.0
991,Margarine_800_tex.urdf,-0.01,0.01,44.0,50.0
992,Margarine_800_tex.urdf,0.0,0.01,43.0,50.0
993,Margarine_800_tex.urdf,0.01,0.01,46.0,50.0
994,Margarine_800_tex.urdf,0.02,0.01,45.0,50.0
995,Margarine_800_tex.urdf,-0.02,0.02,46.0,50.0
996,Margarine_800_tex.urdf,-0.01,0.02,42.0,50.0
997,Margarine_800_tex.urdf,0.0,0.02,44.0,50.0
998,Margarine_800_tex.urdf,0.01,0.02,45.0,50.0
999,Margarine_800_tex.urdf,0.02,0.02,44.0,50.0
1000,MilkDrinkVanilla_800_tex.urdf,-0.02,-0.02,50.0,50.0
1001,MilkDrinkVanilla_800_tex.urdf,-0.01,-0.02,50.0,50.0
1002,MilkDrinkVanilla_800_tex.urdf,0.0,-0.02,50.0,50.0
1003,MilkDrinkVanilla_800_tex.urdf,0.01,-0.02,50.0,50.0
1004,MilkDrinkVanilla_800_tex.urdf,0.02,-0.02,50.0,50.0
1005,MilkDrinkVanilla_800_tex.urdf,-0.02,-0.01,50.0,50.0
1006,MilkDrinkVanilla_800_tex.urdf,-0.01,-0.01,50.0,50.0
1007,MilkDrinkVanilla_800_tex.urdf,0.0,-0.01,50.0,50.0
1008,MilkDrinkVanilla_800_tex.urdf,0.01,-0.01,50.0,50.0
1009,MilkDrinkVanilla_800_tex.urdf,0.02,-0.01,50.0,50.0
1010,MilkDrinkVanilla_800_tex.urdf,-0.02,0.0,49.0,50.0
1011,MilkDrinkVanilla_800_tex.urdf,-0.01,0.0,49.0,50.0
1012,MilkDrinkVanilla_800_tex.urdf,0.0,0.0,50.0,50.0
1013,MilkDrinkVanilla_800_tex.urdf,0.01,0.0,50.0,50.0
1014,MilkDrinkVanilla_800_tex.urdf,0.02,0.0,50.0,50.0
1015,MilkDrinkVanilla_800_tex.urdf,-0.02,0.01,50.0,50.0
1016,MilkDrinkVanilla_800_tex.urdf,-0.01,0.01,50.0,50.0
1017,MilkDrinkVanilla_800_tex.urdf,0.0,0.01,49.0,50.0
1018,MilkDrinkVanilla_800_tex.urdf,0.01,0.01,50.0,50.0
1019,MilkDrinkVanilla_800_tex.urdf,0.02,0.01,50.0,50.0
1020,MilkDrinkVanilla_800_tex.urdf,-0.02,0.02,49.0,50.0
1021,MilkDrinkVanilla_800_tex.urdf,-0.01,0.02,50.0,50.0
1022,MilkDrinkVanilla_800_tex.urdf,0.0,0.02,49.0,50.0
1023,MilkDrinkVanilla_800_tex.urdf,0.01,0.02,50.0,50.0
1024,MilkDrinkVanilla_800_tex.urdf,0.02,0.02,50.0,50.0
1025,MuesliBars_800_tex.urdf,-0.02,-0.02,39.0,50.0
1026,MuesliBars_800_tex.urdf,-0.01,-0.02,37.0,50.0
1027,MuesliBars_800_tex.urdf,0.0,-0.02,41.0,50.0
1028,MuesliBars_800_tex.urdf,0.01,-0.02,41.0,50.0
1029,MuesliBars_800_tex.urdf,0.02,-0.02,44.0,50.0
1030,MuesliBars_800_tex.urdf,-0.02,-0.01,44.0,50.0
1031,MuesliBars_800_tex.urdf,-0.01,-0.01,42.0,50.0
1032,MuesliBars_800_tex.urdf,0.0,-0.01,38.0,50.0
1033,MuesliBars_800_tex.urdf,0.01,-0.01,31.0,50.0
1034,MuesliBars_800_tex.urdf,0.02,-0.01,37.0,50.0
1035,MuesliBars_800_tex.urdf,-0.02,0.0,41.0,50.0
1036,MuesliBars_800_tex.urdf,-0.01,0.0,43.0,50.0
1037,MuesliBars_800_tex.urdf,0.0,0.0,41.0,50.0
1038,MuesliBars_800_tex.urdf,0.01,0.0,40.0,50.0
1039,MuesliBars_800_tex.urdf,0.02,0.0,41.0,50.0
1040,MuesliBars_800_tex.urdf,-0.02,0.01,42.0,50.0
1041,MuesliBars_800_tex.urdf,-0.01,0.01,48.0,50.0
1042,MuesliBars_800_tex.urdf,0.0,0.01,46.0,50.0
1043,MuesliBars_800_tex.urdf,0.01,0.01,41.0,50.0
1044,MuesliBars_800_tex.urdf,0.02,0.01,41.0,50.0
1045,MuesliBars_800_tex.urdf,-0.02,0.02,44.0,50.0
1046,MuesliBars_800_tex.urdf,-0.01,0.02,39.0,50.0
1047,MuesliBars_800_tex.urdf,0.0,0.02,44.0,50.0
1048,MuesliBars_800_tex.urdf,0.01,0.02,40.0,50.0
1049,MuesliBars_800_tex.urdf,0.02,0.02,40.0,50.0
1050,NutCandy_800_tex.urdf,-0.02,-0.02,18.0,50.0
1051,NutCandy_800_tex.urdf,-0.01,-0.02,19.0,50.0
1052,NutCandy_800_tex.urdf,0.0,-0.02,25.0,50.0
1053,NutCandy_800_tex.urdf,0.01,-0.02,23.0,50.0
1054,NutCandy_800_tex.urdf,0.02,-0.02,21.0,50.0
1055,NutCandy_800_tex.urdf,-0.02,-0.01,30.0,50.0
1056,NutCandy_800_tex.urdf,-0.01,-0.01,19.0,50.0
1057,NutCandy_800_tex.urdf,0.0,-0.01,26.0,50.0
1058,NutCandy_800_tex.urdf,0.01,-0.01,25.0,50.0
1059,NutCandy_800_tex.urdf,0.02,-0.01,28.0,50.0
1060,NutCandy_800_tex.urdf,-0.02,0.0,23.0,50.0
1061,NutCandy_800_tex.urdf,-0.01,0.0,26.0,50.0
1062,NutCandy_800_tex.urdf,0.0,0.0,31.0,50.0
1063,NutCandy_800_tex.urdf,0.01,0.0,24.0,50.0
1064,NutCandy_800_tex.urdf,0.02,0.0,22.0,50.0
1065,NutCandy_800_tex.urdf,-0.02,0.01,17.0,50.0
1066,NutCandy_800_tex.urdf,-0.01,0.01,27.0,50.0
1067,NutCandy_800_tex.urdf,0.0,0.01,25.0,50.0
1068,NutCandy_800_tex.urdf,0.01,0.01,26.0,50.0
1069,NutCandy_800_tex.urdf,0.02,0.01,24.0,50.0
1070,NutCandy_800_tex.urdf,-0.02,0.02,25.0,50.0
1071,NutCandy_800_tex.urdf,-0.01,0.02,26.0,50.0
1072,NutCandy_800_tex.urdf,0.0,0.02,30.0,50.0
1073,NutCandy_800_tex.urdf,0.01,0.02,19.0,50.0
1074,NutCandy_800_tex.urdf,0.02,0.02,22.0,50.0
1075,NutellaGo_800_tex.urdf,-0.02,-0.02,20.0,50.0
1076,NutellaGo_800_tex.urdf,-0.01,-0.02,21.0,50.0
1077,NutellaGo_800_tex.urdf,0.0,-0.02,30.0,50.0
1078,NutellaGo_800_tex.urdf,0.01,-0.02,29.0,50.0
1079,NutellaGo_800_tex.urdf,0.02,-0.02,24.0,50.0
1080,NutellaGo_800_tex.urdf,-0.02,-0.01,26.0,50.0
1081,NutellaGo_800_tex.urdf,-0.01,-0.01,24.0,50.0
1082,NutellaGo_800_tex.urdf,0.0,-0.01,23.0,50.0
1083,NutellaGo_800_tex.urdf,0.01,-0.01,24.0,50.0
1084,NutellaGo_800_tex.urdf,0.02,-0.01,27.0,50.0
1085,NutellaGo_800_tex.urdf,-0.02,0.0,23.0,50.0
1086,NutellaGo_800_tex.urdf,-0.01,0.0,27.0,50.0
1087,NutellaGo_800_tex.urdf,0.0,0.0,22.0,50.0
1088,NutellaGo_800_tex.urdf,0.01,0.0,26.0,50.0
1089,NutellaGo_800_tex.urdf,0.02,0.0,18.0,50.0
1090,NutellaGo_800_tex.urdf,-0.02,0.01,26.0,50.0
1091,NutellaGo_800_tex.urdf,-0.01,0.01,28.0,50.0
1092,NutellaGo_800_tex.urdf,0.0,0.01,27.0,50.0
1093,NutellaGo_800_tex.urdf,0.01,0.01,21.0,50.0
1094,NutellaGo_800_tex.urdf,0.02,0.01,26.0,50.0
1095,NutellaGo_800_tex.urdf,-0.02,0.02,20.0,50.0
1096,NutellaGo_800_tex.urdf,-0.01,0.02,21.0,50.0
1097,NutellaGo_800_tex.urdf,0.0,0.02,25.0,50.0
1098,NutellaGo_800_tex.urdf,0.01,0.02,24.0,50.0
1099,NutellaGo_800_tex.urdf,0.02,0.02,20.0,50.0
1100,OrangeMarmelade_800_tex.urdf,-0.02,-0.02,50.0,50.0
1101,OrangeMarmelade_800_tex.urdf,-0.01,-0.02,50.0,50.0
1102,OrangeMarmelade_800_tex.urdf,0.0,-0.02,50.0,50.0
1103,OrangeMarmelade_800_tex.urdf,0.01,-0.02,50.0,50.0
1104,OrangeMarmelade_800_tex.urdf,0.02,-0.02,47.0,50.0
1105,OrangeMarmelade_800_tex.urdf,-0.02,-0.01,50.0,50.0
1106,OrangeMarmelade_800_tex.urdf,-0.01,-0.01,48.0,50.0
1107,OrangeMarmelade_800_tex.urdf,0.0,-0.01,50.0,50.0
1108,OrangeMarmelade_800_tex.urdf,0.01,-0.01,50.0,50.0
1109,OrangeMarmelade_800_tex.urdf,0.02,-0.01,47.0,50.0
1110,OrangeMarmelade_800_tex.urdf,-0.02,0.0,50.0,50.0
1111,OrangeMarmelade_800_tex.urdf,-0.01,0.0,49.0,50.0
1112,OrangeMarmelade_800_tex.urdf,0.0,0.0,50.0,50.0
1113,OrangeMarmelade_800_tex.urdf,0.01,0.0,49.0,50.0
1114,OrangeMarmelade_800_tex.urdf,0.02,0.0,50.0,50.0
1115,OrangeMarmelade_800_tex.urdf,-0.02,0.01,50.0,50.0
1116,OrangeMarmelade_800_tex.urdf,-0.01,0.01,49.0,50.0
1117,OrangeMarmelade_800_tex.urdf,0.0,0.01,49.0,50.0
1118,OrangeMarmelade_800_tex.urdf,0.01,0.01,50.0,50.0
1119,OrangeMarmelade_800_tex.urdf,0.02,0.01,48.0,50.0
1120,OrangeMarmelade_800_tex.urdf,-0.02,0.02,48.0,50.0
1121,OrangeMarmelade_800_tex.urdf,-0.01,0.02,50.0,50.0
1122,OrangeMarmelade_800_tex.urdf,0.0,0.02,49.0,50.0
1123,OrangeMarmelade_800_tex.urdf,0.01,0.02,48.0,50.0
1124,OrangeMarmelade_800_tex.urdf,0.02,0.02,49.0,50.0
1125,OrgFruitTea_800_tex.urdf,-0.02,-0.02,45.0,50.0
1126,OrgFruitTea_800_tex.urdf,-0.01,-0.02,41.0,50.0
1127,OrgFruitTea_800_tex.urdf,0.0,-0.02,41.0,50.0
1128,OrgFruitTea_800_tex.urdf,0.01,-0.02,46.0,50.0
1129,OrgFruitTea_800_tex.urdf,0.02,-0.02,42.0,50.0
1130,OrgFruitTea_800_tex.urdf,-0.02,-0.01,46.0,50.0
1131,OrgFruitTea_800_tex.urdf,-0.01,-0.01,40.0,50.0
1132,OrgFruitTea_800_tex.urdf,0.0,-0.01,48.0,50.0
1133,OrgFruitTea_800_tex.urdf,0.01,-0.01,41.0,50.0
1134,OrgFruitTea_800_tex.urdf,0.02,-0.01,48.0,50.0
1135,OrgFruitTea_800_tex.urdf,-0.02,0.0,44.0,50.0
1136,OrgFruitTea_800_tex.urdf,-0.01,0.0,47.0,50.0
1137,OrgFruitTea_800_tex.urdf,0.0,0.0,44.0,50.0
1138,OrgFruitTea_800_tex.urdf,0.01,0.0,45.0,50.0
1139,OrgFruitTea_800_tex.urdf,0.02,0.0,49.0,50.0
1140,OrgFruitTea_800_tex.urdf,-0.02,0.01,49.0,50.0
1141,OrgFruitTea_800_tex.urdf,-0.01,0.01,42.0,50.0
1142,OrgFruitTea_800_tex.urdf,0.0,0.01,41.0,50.0
1143,OrgFruitTea_800_tex.urdf,0.01,0.01,43.0,50.0
1144,OrgFruitTea_800_tex.urdf,0.02,0.01,41.0,50.0
1145,OrgFruitTea_800_tex.urdf,-0.02,0.02,45.0,50.0
1146,OrgFruitTea_800_tex.urdf,-0.01,0.02,43.0,50.0
1147,OrgFruitTea_800_tex.urdf,0.0,0.02,42.0,50.0
1148,OrgFruitTea_800_tex.urdf,0.01,0.02,48.0,50.0
1149,OrgFruitTea_800_tex.urdf,0.02,0.02,40.0,50.0
1150,Peanuts2_800_tex.urdf,-0.02,-0.02,50.0,50.0
1151,Peanuts2_800_tex.urdf,-0.01,-0.02,50.0,50.0
1152,Peanuts2_800_tex.urdf,0.0,-0.02,49.0,50.0
1153,Peanuts2_800_tex.urdf,0.01,-0.02,49.0,50.0
1154,Peanuts2_800_tex.urdf,0.02,-0.02,50.0,50.0
1155,Peanuts2_800_tex.urdf,-0.02,-0.01,49.0,50.0
1156,Peanuts2_800_tex.urdf,-0.01,-0.01,49.0,50.0
1157,Peanuts2_800_tex.urdf,0.0,-0.01,50.0,50.0
1158,Peanuts2_800_tex.urdf,0.01,-0.01,50.0,50.0
1159,Peanuts2_800_tex.urdf,0.02,-0.01,49.0,50.0
1160,Peanuts2_800_tex.urdf,-0.02,0.0,49.0,50.0
1161,Peanuts2_800_tex.urdf,-0.01,0.0,49.0,50.0
1162,Peanuts2_800_tex.urdf,0.0,0.0,50.0,50.0
1163,Peanuts2_800_tex.urdf,0.01,0.0,48.0,50.0
1164,Peanuts2_800_tex.urdf,0.02,0.0,50.0,50.0
1165,Peanuts2_800_tex.urdf,-0.02,0.01,50.0,50.0
1166,Peanuts2_800_tex.urdf,-0.01,0.01,49.0,50.0
1167,Peanuts2_800_tex.urdf,0.0,0.01,50.0,50.0
1168,Peanuts2_800_tex.urdf,0.01,0.01,47.0,50.0
1169,Peanuts2_800_tex.urdf,0.02,0.01,47.0,50.0
1170,Peanuts2_800_tex.urdf,-0.02,0.02,49.0,50.0
1171,Peanuts2_800_tex.urdf,-0.01,0.02,49.0,50.0
1172,Peanuts2_800_tex.urdf,0.0,0.02,48.0,50.0
1173,Peanuts2_800_tex.urdf,0.01,0.02,49.0,50.0
1174,Peanuts2_800_tex.urdf,0.02,0.02,49.0,50.0
